,Gallatin,Lewis and Clark,Silver Bow,Yellowstone,Missoula,Broadwater,Flathead,Madison,Roosevelt,Cascade,Ravalli,Jefferson,Hill,Lincoln,Meagher,Toole,Lake,Park,Deer Lodge,Liberty,Musselshell,Unknown,Carbon,Glacier,Beaverhead,Richland,Stillwater,Big Horn,Golden Valley,Pondera,Wheatland,Rosebud,Custer,Fergus,Valley,Dawson,Treasure,Granite,Teton,Sheridan,Fallon,Garfield,Sanders,Wibaux,Sweet Grass,Blaine,McCone,Chouteau,Judith Basin,Powder River,Daniels,Powell,Prairie,Phillips,Mineral,Carter,Petroleum
2021-03-18,55,68,81,241,87,5,82,8,52,150,30,8,41,13,7,10,26,15,14,1,8,,13,30,8,15,13,72,2,3,7,44,15,27,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-19,56,68,81,242,87,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,30,8,15,13,72,2,3,7,44,15,27,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-20,56,68,81,243,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,31,8,15,13,71,2,3,7,44,15,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-21,56,68,81,243,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,31,8,15,13,71,2,3,7,44,15,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-22,56,68,81,243,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,31,8,15,13,71,2,3,7,44,15,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-23,56,69,82,243,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,32,8,15,13,71,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,15,0,5,1
2021-03-24,56,70,82,243,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-25,57,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,71,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-26,57,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,71,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-27,58,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,71,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-28,58,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,71,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-29,58,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,71,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-30,58,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-03-31,58,71,82,246,89,5,82,8,52,150,30,8,42,13,7,10,26,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-04-01,58,71,82,246,89,5,82,8,52,150,30,8,42,14,7,10,26,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,11,30,1,2,5,5,2,2,11,6,7,24,1,5,1,6,7,7,2,16,0,5,1
2021-04-02,58,81,82,246,89,5,82,8,52,151,30,8,42,14,7,10,28,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,11,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,7,2,16,0,5,1
2021-04-03,57,81,82,247,89,5,82,8,52,151,30,8,42,14,7,10,30,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,9,2,16,0,5,1
2021-04-04,57,81,82,247,89,5,82,8,52,151,30,8,42,14,7,10,30,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-05,57,81,82,247,89,5,82,8,52,151,30,8,42,14,7,10,30,15,14,1,8,,13,41,8,15,13,72,2,3,7,44,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-06,57,81,82,247,89,5,82,8,52,156,30,8,43,16,7,10,30,16,14,1,10,,13,41,8,15,13,72,2,3,7,44,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-07,57,81,82,247,90,5,91,8,52,156,30,8,43,16,7,10,30,16,15,1,10,,14,41,8,15,13,73,2,3,7,44,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-08,59,81,82,247,89,5,91,8,52,156,30,8,43,16,7,10,33,16,15,1,10,,14,41,8,15,13,74,2,3,7,45,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-09,60,81,82,258,90,5,91,8,52,167,30,8,43,16,7,10,33,17,15,1,10,,14,41,8,15,13,74,2,3,7,45,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-10,60,81,82,258,90,5,91,8,52,167,30,8,43,16,7,10,35,17,15,1,10,,14,41,8,15,13,74,2,3,7,45,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-11,60,81,82,258,90,5,91,8,52,167,30,8,43,16,7,10,35,17,15,1,10,,14,41,8,15,13,74,2,3,7,45,16,29,18,30,1,2,5,5,2,2,13,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-12,60,81,82,258,92,5,91,8,52,167,30,8,43,16,7,10,35,17,15,1,10,,14,41,8,15,13,74,2,3,7,45,16,29,18,30,1,2,5,5,2,2,14,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-13,60,81,82,258,92,5,91,8,52,167,30,8,43,16,7,10,35,17,15,1,10,,14,40,8,15,13,75,2,3,7,45,16,29,18,30,1,2,5,5,2,2,14,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-14,60,81,82,258,92,5,91,8,52,167,30,8,43,16,7,10,35,17,15,1,10,,14,40,8,15,13,75,2,3,7,45,16,29,18,30,1,2,5,5,2,2,14,6,7,24,1,6,1,6,7,10,2,16,0,5,1
2021-04-15,60,82,82,257,92,5,91,8,52,167,30,8,43,16,7,10,35,17,15,1,10,,14,42,8,15,13,74,2,4,7,46,16,29,18,30,1,2,5,5,2,2,14,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-16,61,86,82,259,92,5,91,8,52,166,30,8,44,16,7,10,36,17,15,1,10,,14,42,9,15,13,74,2,4,7,46,17,29,18,30,1,2,5,5,2,2,14,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-17,61,86,82,262,92,5,91,8,52,166,30,8,44,16,7,10,36,17,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,18,30,1,2,5,5,2,2,14,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-18,61,86,82,262,92,5,91,8,52,166,30,8,44,16,7,10,36,18,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,18,30,1,2,5,5,2,2,14,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-19,61,86,82,262,92,5,91,8,52,166,30,8,44,16,7,10,36,18,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,18,30,1,2,5,5,2,2,14,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-20,61,86,85,262,93,5,91,8,53,166,30,8,44,16,7,10,36,18,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,18,30,1,2,5,5,2,2,14,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-21,61,86,85,262,93,5,91,8,54,166,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-22,61,86,85,262,93,5,91,8,54,166,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-23,61,86,85,262,93,5,91,8,54,167,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,7,48,18,29,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-24,61,86,85,262,93,5,91,8,54,168,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,8,48,18,31,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-25,61,86,85,262,93,5,91,8,54,168,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,8,48,18,31,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-26,61,86,85,262,93,5,91,8,54,168,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,8,48,18,31,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-27,61,87,85,263,93,5,91,8,54,169,31,8,44,17,7,10,36,19,15,1,10,,14,42,9,15,14,75,2,4,8,48,18,31,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-28,61,87,85,263,93,5,91,8,54,169,31,8,44,17,7,11,36,19,15,1,10,,14,42,9,15,14,75,2,4,8,48,18,31,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-29,61,87,85,263,93,5,91,8,54,169,32,8,44,17,7,11,36,19,15,1,10,,14,42,9,17,14,75,2,4,8,48,18,31,19,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-04-30,62,87,85,263,93,5,93,8,54,169,32,8,44,17,7,11,36,19,15,1,10,,14,42,9,17,14,75,2,4,8,48,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,7,10,2,16,0,5,1
2021-05-01,62,87,85,263,93,5,93,8,54,169,32,8,44,17,7,11,36,19,15,1,11,,14,42,9,17,14,75,2,4,8,48,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-02,62,87,85,263,93,5,93,8,54,169,32,8,44,17,7,11,36,19,15,1,11,,14,42,9,17,14,75,2,4,8,48,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-03,62,87,85,263,93,5,93,8,54,169,32,8,44,17,7,11,36,19,15,1,11,,14,42,9,17,14,75,2,4,8,48,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-04,63,87,85,264,93,5,93,8,54,169,32,8,44,17,7,11,36,19,15,1,11,,14,42,10,17,14,75,2,4,8,48,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-05,63,87,85,264,93,5,93,8,54,169,32,8,44,17,7,11,36,20,15,1,11,,14,42,10,17,14,75,2,4,8,48,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-06,63,87,85,264,93,5,93,8,54,169,32,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-07,63,87,85,264,93,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-08,63,87,85,264,93,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-09,63,87,85,264,93,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-10,63,87,85,264,93,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-11,63,87,86,264,93,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-12,63,88,86,264,94,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-13,64,88,86,265,94,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,10,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-14,64,88,86,265,94,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,11,17,14,75,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-15,63,88,86,265,94,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,11,17,14,76,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-16,63,88,86,265,94,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,11,17,14,76,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-17,63,88,86,265,94,5,93,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,11,17,14,76,2,4,8,49,18,31,18,30,1,2,5,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-18,63,88,86,265,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-19,63,88,86,265,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,11,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-20,63,88,86,266,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-21,63,88,86,266,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-22,63,88,86,265,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-23,63,88,86,265,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-24,63,88,86,265,94,5,95,8,54,169,44,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-25,63,88,86,266,94,5,95,8,54,170,45,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-26,63,88,86,266,94,5,96,8,54,170,45,8,44,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,23,1,6,1,6,8,10,2,16,0,5,1
2021-05-27,63,88,86,267,94,5,96,8,54,170,45,8,45,17,7,11,36,20,15,1,12,,15,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,6,1,6,8,10,2,16,0,5,1
2021-05-28,63,88,86,268,94,5,96,8,54,170,45,8,45,17,7,11,36,20,15,1,12,,16,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,6,1,6,8,10,2,16,0,5,1
2021-05-29,63,88,86,268,94,5,96,8,54,170,45,8,45,17,7,11,36,20,15,1,12,,16,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,6,1,6,8,11,2,16,0,5,1
2021-05-30,63,88,86,268,94,5,96,8,54,170,45,8,45,17,7,11,36,20,15,1,12,,16,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,6,1,6,8,11,2,16,0,5,1
2021-05-31,63,88,86,268,94,5,96,8,54,170,45,8,45,17,7,11,36,20,15,1,12,,16,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,6,1,6,8,11,2,16,0,5,1
2021-06-01,63,88,86,268,94,5,96,8,54,170,45,8,45,17,7,11,36,20,15,1,12,,16,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,6,1,6,8,11,2,16,0,5,1
2021-06-02,63,88,86,268,95,5,96,8,54,175,45,8,45,17,7,11,36,20,15,1,12,,17,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-03,63,88,86,268,95,5,97,8,54,179,46,8,45,17,7,11,36,20,15,1,12,,17,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-04,63,88,86,268,95,5,98,8,54,183,46,8,45,17,7,11,36,20,15,1,12,,17,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-05,63,88,86,268,95,5,98,8,54,183,46,8,45,17,7,11,36,20,15,1,12,,17,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-06,63,88,86,268,95,5,98,8,54,183,46,8,45,17,7,11,36,20,15,1,12,,17,42,11,17,14,76,2,4,8,50,18,31,18,30,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-07,63,88,86,269,95,5,98,8,54,184,46,8,45,17,7,11,36,20,15,1,12,,17,42,11,17,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-08,63,88,86,269,95,5,98,8,54,184,46,8,45,17,7,11,36,20,15,1,12,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-09,63,88,86,270,95,5,98,8,54,184,46,8,45,18,7,11,36,20,15,1,12,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-10,63,88,86,270,95,5,98,8,55,184,46,8,45,18,7,11,36,20,15,1,13,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,0,5,1
2021-06-11,63,89,86,271,95,5,98,8,55,184,46,8,45,18,7,11,36,20,15,1,13,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-12,63,89,86,271,95,5,98,8,55,184,46,8,45,18,7,11,36,20,15,1,13,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-13,63,89,86,271,95,5,98,8,55,184,46,8,45,18,7,11,36,20,15,1,13,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-14,63,89,86,271,95,5,100,8,55,183,46,8,45,18,7,11,36,20,15,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-15,63,89,86,271,95,5,100,8,55,187,46,8,45,18,7,11,36,20,15,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-16,63,89,86,272,95,5,100,8,55,187,46,8,45,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-17,63,89,86,272,95,5,101,8,55,187,46,8,46,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-18,63,89,86,272,95,5,101,8,55,187,46,8,46,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-19,63,89,86,272,95,5,101,8,55,187,46,8,46,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-20,63,89,86,272,95,5,101,8,55,187,46,8,46,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-21,63,89,86,272,95,5,101,8,55,187,47,8,46,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-22,63,91,86,273,95,5,101,8,55,187,47,8,46,18,7,11,36,20,16,1,14,,17,42,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-23,63,91,86,273,96,5,101,8,55,187,47,8,46,18,7,11,36,20,16,1,14,,17,43,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-24,63,92,86,273,96,5,101,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-25,63,92,86,273,96,5,102,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-26,63,92,86,273,96,5,102,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-27,63,92,86,273,96,5,102,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-28,63,92,86,273,96,5,102,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,11,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,1,5,1
2021-06-29,63,92,86,274,96,5,102,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-06-30,63,92,86,274,96,5,102,8,55,187,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-01,63,92,86,274,96,5,102,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-02,63,92,86,274,96,5,102,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-03,63,92,86,274,96,5,102,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-04,63,92,86,274,96,5,102,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-05,63,92,86,274,96,5,102,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,43,12,18,14,76,2,4,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-06,63,92,86,275,96,5,103,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,6,8,11,2,16,2,5,1
2021-07-07,63,92,86,276,96,5,103,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,2,5,1
2021-07-08,63,92,86,277,96,5,103,8,55,188,50,8,46,18,7,11,36,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,2,5,1
2021-07-09,63,92,86,277,96,5,103,8,55,188,50,8,46,18,7,11,37,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,2,5,1
