,Williamson,Davidson,Shelby,Sullivan,Knox,Hamilton,Jefferson,Rutherford,Campbell,Sevier,Cheatham,Robertson,Sumner,Cumberland,Dyer,Montgomery,Unknown,Washington,Wilson,Anderson,Blount,Bradley,Dickson,Greene,Hamblen,Maury,Tipton,Carroll,Cocke,Fayette,Monroe,Putnam,Roane,Scott,Chester,Franklin,Gibson,Houston,Loudon,Marion,McMinn,Perry,Claiborne,DeKalb,Grundy,Hardin,Lincoln,Madison,Overton,Bedford,Hawkins,Lewis,White,Benton,Cannon,Macon,Meigs,Unicoi,Smith,Bledsoe,Carter,Hardeman,Johnson,Morgan,Trousdale,Union,Weakley,Coffee,Haywood,Henry,McNairy,Obion,Fentress,Giles,Lawrence,Marshall,Warren,Wayne,Humphreys,Clay,Grainger,Hickman,Lauderdale,Sequatchie,Jackson,Polk,Stewart,Henderson,Decatur,Lake,Van Buren,Moore,Rhea,Crockett,Pickett,Hancock
2020-10-12,6113,30575,33056,2739,11525,10753,1359,10448,711,2944,903,2387,5311,1406,1778,3575,743,2761,4074,1416,2881,3250,1441,1365,2232,2799,2066,1055,866,1404,1202,3815,1072,280,689,1139,1945,358,1446,629,1352,169,477,637,447,1206,730,3396,1002,1509,986,290,998,366,361,1200,258,305,881,897,1332,1705,1047,372,1714,461,1376,1588,1147,699,1036,1506,783,815,1296,946,1230,1543,353,320,483,699,1180,280,391,448,289,1311,592,950,181,223,977,674,209,111
2020-10-13,6163,30829,33481,2782,11683,10813,1368,10510,721,2973,908,2396,5338,1408,1801,3592,222,2783,4118,1428,2911,3266,1462,1374,2229,2805,2084,1058,865,1414,1209,3833,1084,283,690,1144,1960,361,1459,633,1357,170,479,637,462,1219,735,3415,1014,1523,995,291,1000,366,361,1199,262,307,885,898,1332,1708,1049,376,1714,461,1380,1612,1150,696,1042,1520,785,815,1307,956,1230,1543,358,325,486,702,1195,284,395,449,290,1316,592,951,181,222,981,681,212,111
2020-10-14,6194,30957,33625,2830,11761,10907,1380,10570,747,3006,912,2401,5360,1427,1840,3623,129,2801,4155,1463,2947,3279,1472,1383,2254,2858,2113,1063,870,1432,1239,3899,1111,294,699,1154,1982,370,1483,640,1370,175,484,645,467,1240,745,3432,1032,1536,1016,294,1014,368,361,1214,265,309,896,901,1339,1727,1050,380,1717,470,1394,1630,1159,697,1048,1555,802,824,1332,968,1252,1546,367,344,491,710,1206,289,399,448,294,1327,600,952,185,227,988,699,218,112
2020-10-15,6274,31011,33710,2914,11841,10984,1393,10637,786,3044,927,2419,5428,1446,1874,3678,403,2855,4176,1486,2974,3306,1487,1435,2271,2874,2123,1072,878,1453,1263,3948,1123,299,703,1169,1997,373,1498,652,1406,176,487,653,483,1245,763,3468,1055,1548,1039,300,1032,370,366,1231,269,330,907,906,1359,1733,1060,391,1717,474,1400,1668,1169,708,1058,1580,812,850,1368,987,1282,1546,377,351,497,711,1232,301,403,451,297,1335,607,954,186,228,998,715,220,112
2020-10-16,6294,31178,33960,2943,11975,11082,1407,10654,796,3054,929,2426,5442,1449,1881,3691,,2874,4184,1498,3001,3312,1499,1444,2281,2885,2128,1071,884,1456,1274,3948,1130,300,703,1173,2002,375,1507,654,1413,176,488,654,488,1247,770,3495,1058,1551,1043,304,1032,374,366,1234,277,330,908,905,1366,1739,1060,393,1717,476,1404,1669,1173,707,1059,1583,813,855,1376,992,1283,1548,385,351,509,714,1240,306,406,451,299,1338,607,955,186,230,1003,716,221,112
2020-10-17,6374,31200,34009,3072,12029,11136,1425,10770,824,3109,942,2450,5486,1467,1909,3740,503,2933,4254,1526,3041,3341,1519,1464,2292,2910,2151,1076,895,1479,1283,4009,1146,311,708,1181,2018,375,1513,670,1448,190,489,661,498,1278,781,3571,1094,1562,1057,323,1047,379,375,1252,276,340,920,913,1388,1753,1066,399,1720,487,1416,1696,1179,723,1067,1611,828,869,1405,1012,1293,1552,388,355,517,720,1254,314,413,458,301,1341,612,957,190,239,1014,735,229,113
2020-10-18,6484,31483,34221,3103,12146,11204,1445,10866,849,3124,955,2462,5551,1477,1995,3784,604,2991,4318,1544,3067,3368,1535,1492,2316,2976,2171,1086,913,1505,1319,4079,1169,314,710,1190,2035,379,1525,684,1471,196,492,669,504,1302,794,3599,1106,1573,1080,329,1070,382,381,1255,290,346,930,917,1398,1773,1078,404,1727,490,1429,1720,1183,736,1083,1630,846,880,1429,1023,1326,1553,402,362,526,727,1292,321,415,460,305,1346,620,962,191,241,1020,751,240,112
2020-10-19,6618,31759,34508,3188,12269,11289,1458,11031,864,3149,969,2485,5636,1489,2023,3857,1041,3080,4402,1555,3102,3408,1562,1556,2327,3074,2192,1093,922,1520,1348,4110,1185,324,712,1211,2054,389,1540,699,1508,204,495,672,516,1313,801,3613,1112,1590,1099,350,1076,387,386,1257,294,364,933,924,1415,1787,1104,408,1740,493,1434,1760,1190,741,1088,1636,849,892,1462,1052,1339,1560,409,363,531,739,1308,329,416,469,308,1354,625,968,191,245,1048,766,244,112
2020-10-20,6656,32200,34850,3248,12418,11386,1466,11090,885,3173,973,2498,5664,1501,2037,3872,442,3132,4431,1567,3139,3434,1573,1565,2338,3081,2206,1094,926,1570,1370,4156,1201,332,713,1228,2059,392,1550,708,1522,208,504,677,524,1322,814,3630,1133,1596,1105,352,1102,391,387,1263,296,367,947,924,1428,1795,1106,411,1743,499,1444,1774,1195,746,1091,1649,861,901,1479,1056,1351,1565,415,371,539,744,1319,329,422,474,311,1361,628,970,191,245,1049,783,249,112
2020-10-21,6707,32310,35077,3321,12492,11497,1483,11165,899,3224,982,2510,5715,1536,2071,3933,643,3182,4455,1596,3170,3447,1591,1575,2365,3112,2235,1107,952,1596,1382,4230,1224,344,715,1234,2078,392,1566,715,1542,253,506,686,525,1336,830,3665,1152,1606,1117,358,1122,396,390,1269,297,373,954,994,1439,1804,1115,416,1744,514,1453,1783,1200,753,1096,1664,869,911,1505,1063,1368,1569,419,379,546,745,1345,330,422,476,312,1373,645,976,195,249,1059,802,250,112
2020-10-22,6802,32559,35279,3395,12632,11628,1492,11274,911,3241,1000,2537,5788,1561,2096,3988,460,3241,4514,1611,3191,3479,1604,1618,2379,3139,2260,1105,966,1605,1395,4257,1223,351,715,1244,2082,399,1566,724,1564,261,508,690,535,1352,836,3696,1165,1617,1142,360,1133,397,396,1286,300,384,962,999,1465,1821,1117,422,1751,517,1467,1799,1210,756,1099,1678,877,921,1526,1085,1387,1569,424,383,551,751,1367,329,434,483,312,1379,648,975,197,254,1063,803,252,113
2020-10-23,6897,32722,35564,3540,12725,11732,1529,11502,975,3299,1031,2577,5900,1584,2163,4080,535,3326,4577,1646,3273,3519,1636,1654,2422,3164,2309,1125,1014,1650,1419,4329,1257,362,721,1263,2123,404,1588,741,1589,277,514,711,545,1375,852,3711,1184,1650,1170,375,1150,411,404,1307,306,395,976,1010,1495,1854,1127,431,1758,523,1511,1832,1253,771,1111,1730,889,937,1556,1108,1415,1584,434,394,566,767,1404,338,446,492,317,1398,648,980,201,259,1083,829,262,115
2020-10-24,6971,33016,35901,3653,12932,11860,1537,11611,1000,3328,1041,2589,5948,1595,2189,4115,382,3388,4629,1666,3309,3558,1648,1684,2445,3218,2322,1130,1035,1667,1443,4403,1285,374,725,1278,2130,409,1612,747,1615,291,518,725,553,1379,880,3740,1213,1681,1188,385,1175,413,408,1324,307,404,984,1011,1529,1864,1132,435,1768,538,1523,1853,1272,781,1112,1741,908,951,1587,1126,1425,1591,440,401,603,779,1423,342,452,503,320,1402,655,983,205,265,1093,833,272,117
2020-10-25,7102,33259,36376,3763,13063,11969,1555,11893,1030,3351,1060,2614,6114,1610,2237,4217,159,3476,4690,1688,3343,3587,1691,1750,2464,3307,2367,1148,1058,1692,1462,4440,1302,384,732,1295,2162,420,1623,773,1640,308,526,732,570,1397,897,3780,1227,1709,1209,403,1188,419,415,1343,327,418,991,1017,1556,1898,1150,443,1775,543,1561,1894,1295,796,1129,1788,916,969,1618,1138,1439,1600,450,406,611,803,1436,346,452,511,331,1416,663,985,207,269,1111,868,274,119
2020-10-26,7187,33699,36685,3819,13228,12069,1564,12017,1035,3364,1069,2628,6184,1613,2247,4240,,3569,4731,1697,3374,3619,1707,1812,2475,3389,2381,1153,1080,1698,1472,4456,1321,386,733,1302,2172,423,1643,783,1659,308,528,737,575,1404,917,3814,1229,1745,1226,418,1194,421,421,1348,329,433,994,1026,1583,1905,1157,443,1776,546,1573,1923,1297,802,1134,1795,918,983,1645,1157,1449,1604,458,406,612,810,1441,347,453,517,336,1421,663,987,208,272,1124,870,274,121
2020-10-27,7235,33957,36855,3846,13339,12202,1575,12143,1044,3408,1079,2640,6230,1623,2285,4275,,3615,4785,1727,3404,3641,1722,1821,2495,3407,2406,1158,1097,1708,1486,4499,1346,394,735,1305,2192,425,1653,794,1673,329,534,751,578,1416,925,3851,1232,1753,1232,422,1200,426,427,1357,330,445,1005,1026,1598,1909,1166,444,1777,549,1579,1943,1305,809,1144,1811,926,986,1665,1156,1461,1606,457,410,617,810,1451,357,459,527,338,1426,667,988,210,271,1130,876,276,121
2020-10-28,7319,34156,37111,3923,13454,12312,1588,12271,1071,3461,1091,2669,6305,1651,2324,4333,,3663,4847,1767,3464,3667,1747,1831,2525,3431,2439,1161,1123,1744,1507,4548,1387,400,740,1314,2205,428,1678,809,1683,336,538,779,585,1426,931,3892,1248,1763,1245,431,1228,431,430,1371,332,457,1024,1033,1630,1929,1171,451,1781,552,1601,1962,1317,821,1150,1847,934,994,1696,1172,1490,1612,462,415,635,820,1474,357,468,533,344,1436,674,990,212,277,1132,897,283,123
2020-10-29,7387,34418,37335,3981,13538,12446,1604,12406,1104,3497,1097,2681,6371,1669,2336,4389,,3767,4920,1813,3515,3703,1763,1876,2547,3458,2466,1169,1150,1759,1521,4610,1420,408,741,1336,2227,431,1690,812,1712,343,543,786,587,1435,945,3918,1261,1789,1272,442,1252,434,432,1381,337,477,1032,1034,1666,1931,1192,458,1789,555,1610,1987,1320,837,1150,1855,944,1007,1707,1190,1507,1619,465,418,636,829,1495,363,471,540,348,1441,679,990,212,283,1141,907,287,125
2020-10-30,7496,34662,37618,4100,13687,12563,1622,12485,1116,3534,1120,2702,6439,1698,2363,4428,,3877,4950,1848,3554,3729,1791,1927,2569,3630,2501,1181,1167,1774,1536,4638,1447,416,744,1351,2234,431,1697,826,1729,350,549,790,600,1444,951,3927,1268,1805,1286,458,1266,441,436,1384,339,486,1040,1040,1721,1939,1211,458,1794,560,1619,2014,1334,845,1163,1865,948,1022,1732,1205,1520,1623,469,422,641,841,1507,370,477,538,356,1443,682,992,213,286,1151,917,287,127
2020-10-31,7510,34900,37764,4142,13802,12656,1635,12528,1130,3547,1122,2705,6459,1705,2392,4451,,3940,4959,1868,3595,3753,1797,1967,2582,3650,2503,1189,1173,1785,1546,4643,1460,422,750,1357,2241,437,1711,834,1744,354,555,792,605,1451,971,3946,1281,1822,1299,472,1271,440,438,1390,339,503,1044,1045,1745,1953,1220,462,1793,563,1633,2029,1338,858,1170,1883,957,1026,1740,1213,1538,1624,471,425,649,846,1513,370,483,542,359,1454,686,997,217,286,1165,926,289,128
2020-11-01,7582,34980,37873,4144,13802,12728,1636,12607,1133,3548,1127,2712,6500,1708,2398,4480,,3948,4999,1869,3602,3754,1797,1973,2584,3661,2506,1192,1178,1788,1546,4650,1461,423,754,1357,2244,439,1714,835,1744,355,556,793,605,1453,972,3956,1282,1830,1300,481,1273,441,442,1390,339,505,1046,1047,1747,1956,1222,463,1795,565,1636,2036,1339,860,1171,1883,958,1027,1746,1221,1542,1624,472,426,649,846,1515,370,484,542,362,1455,689,998,217,286,1168,929,289,128
2020-11-02,7662,35102,38288,4167,13974,12820,1652,12730,1140,3580,1139,2729,6598,1732,2431,4520,,3967,5065,1902,3650,3778,1843,1998,2600,3806,2565,1208,1201,1798,1559,4681,1528,437,758,1373,2272,451,1724,845,1763,364,556,796,609,1461,988,3994,1291,1847,1312,491,1295,462,447,1394,349,515,1051,1050,1748,1968,1232,466,1802,567,1649,2058,1352,888,1181,1915,970,1035,1780,1235,1567,1624,482,427,655,850,1532,375,488,545,364,1468,689,1003,218,288,1182,945,290,129
2020-11-03,7697,35444,38352,4242,14121,12926,1668,12822,1149,3601,1146,2731,6639,1735,2440,4534,,4069,5114,1909,3662,3823,1873,2038,2620,3832,2566,1211,1209,1798,1563,4690,1535,449,759,1391,2276,456,1742,855,1773,366,557,798,617,1461,993,4008,1295,1861,1324,503,1298,462,451,1396,353,525,1059,1054,1798,1972,1234,466,1809,568,1654,2095,1353,892,1184,1914,972,1056,1802,1246,1571,1628,486,431,659,862,1537,382,490,552,370,1465,690,1003,220,290,1187,952,293,129
2020-11-04,7820,35699,38623,4330,14246,13048,1669,13014,1159,3637,1157,2758,6723,1764,2480,4569,132,4205,5166,1938,3726,3850,1904,2112,2635,3886,2596,1233,1232,1814,1590,4729,1552,465,771,1417,2316,462,1755,867,1802,372,558,816,628,1478,1043,4072,1305,1914,1354,535,1328,474,464,1428,354,535,1062,1057,1833,2004,1245,470,1809,571,1669,2131,1371,926,1190,1936,982,1076,1854,1271,1599,1638,494,432,722,865,1553,391,501,553,375,1477,703,1010,223,297,1212,971,299,126
2020-11-05,7911,36089,38875,4365,14439,13213,1674,13111,1176,3662,1164,2774,6770,1786,2502,4621,,4268,5214,1959,3753,3879,1925,2143,2648,3931,2612,1250,1246,1827,1600,4743,1590,483,778,1426,2330,461,1768,877,1824,376,565,820,630,1480,1052,4092,1313,1925,1372,550,1336,482,469,1432,359,541,1068,1057,1869,2007,1252,472,1811,573,1672,2135,1378,936,1197,1944,985,1081,1864,1276,1603,1639,497,433,726,868,1554,395,501,554,391,1484,706,1014,223,297,1225,984,299,126
2020-11-06,7979,36303,39031,4409,14557,13374,1689,13181,1192,3690,1168,2790,6796,1819,2505,4664,,4282,5237,1998,3799,3894,1931,2156,2681,3954,2617,1247,1251,1835,1606,4779,1612,489,777,1433,2331,467,1781,881,1844,373,565,843,633,1486,1057,4133,1316,1926,1379,551,1343,486,475,1451,363,544,1075,1062,1892,2016,1255,480,1815,577,1685,2143,1378,955,1206,1953,995,1082,1876,1274,1638,1640,496,437,727,875,1556,398,511,557,396,1488,706,1016,228,299,1237,987,300,128
2020-11-07,8142,36392,39328,4519,14708,13510,1715,13419,1218,3757,1210,2844,6922,1872,2551,4781,423,4338,5374,2061,3865,3936,2004,2175,2707,4139,2679,1282,1273,1859,1636,4857,1663,515,790,1468,2381,480,1801,901,1863,378,571,860,639,1502,1079,4197,1325,1972,1397,574,1368,512,483,1472,372,561,1094,1066,1923,2029,1259,484,1828,582,1709,2165,1392,988,1221,2010,1009,1112,1937,1306,1692,1644,516,443,740,886,1583,400,517,561,411,1512,719,1026,233,299,1249,1005,305,128
2020-11-08,8299,37034,39852,4607,14899,13661,1726,13640,1238,3814,1225,2868,7025,1897,2607,4856,201,4395,5471,2123,3916,3948,2030,2191,2742,4195,2723,1300,1292,1876,1657,4883,1702,543,801,1481,2418,487,1827,905,1880,383,578,861,641,1505,1096,4259,1329,1992,1420,572,1381,520,494,1485,379,571,1114,1070,1946,2038,1275,493,1832,591,1730,2182,1405,1008,1233,2051,1011,1119,1942,1312,1699,1648,526,446,754,894,1598,402,529,562,420,1525,732,1042,233,303,1252,1018,309,128
2020-11-09,8517,37375,40577,4735,15064,13744,1775,13914,1256,3868,1254,2917,7168,1946,2648,4963,867,4525,5607,2176,3980,4034,2102,2271,2783,4366,2775,1330,1303,1898,1686,4956,1745,574,811,1511,2462,503,1858,917,1914,393,587,907,642,1522,1130,4331,1350,2051,1462,593,1411,542,517,1499,383,597,1136,1079,2000,2063,1287,504,1836,596,1758,2234,1421,1043,1255,2088,1026,1139,1998,1360,1776,1657,540,447,763,920,1630,411,533,565,435,1546,747,1053,242,311,1290,1026,311,128
2020-11-10,8621,38010,40733,4761,15300,14004,1776,14090,1258,3883,1258,2947,7273,1957,2672,5060,34,4553,5664,2185,4005,4073,2135,2291,2788,4464,2791,1320,1321,1911,1690,4956,1770,591,818,1520,2474,513,1863,928,1942,394,596,869,648,1529,1142,4352,1355,2071,1475,600,1418,550,535,1518,388,599,1147,1083,2039,2063,1293,511,1835,601,1764,2253,1425,1042,1259,2112,1026,1152,2065,1381,1802,1659,546,454,757,934,1628,419,542,569,444,1552,750,1055,246,313,1296,1025,314,127
2020-11-11,8777,38262,41125,4802,15434,14217,1799,14255,1264,3920,1275,2991,7356,1995,2698,5120,262,4635,5751,2206,4076,4122,2165,2332,2816,4516,2815,1342,1340,1929,1700,5091,1791,605,825,1543,2522,524,1910,932,1967,399,605,890,651,1546,1172,4376,1370,2101,1497,607,1452,568,552,1542,395,613,1174,1089,2077,2076,1294,525,1840,604,1780,2278,1434,1078,1263,2126,1034,1175,2103,1396,1838,1664,549,454,761,938,1648,425,555,575,451,1569,756,1080,251,317,1315,1028,321,127
2020-11-12,8892,38802,41280,4878,15592,14432,1811,14425,1288,3948,1289,3004,7480,2024,2734,5174,37,4701,5832,2227,4121,4170,2197,2381,2848,4569,2857,1355,1354,1934,1719,5141,1819,637,836,1559,2552,523,1924,940,2010,408,618,894,668,1561,1202,4442,1373,2122,1534,615,1465,576,565,1549,398,621,1192,1091,2138,2085,1303,532,1840,610,1792,2290,1445,1098,1273,2151,1043,1200,2134,1417,1858,1673,561,461,768,950,1795,435,588,581,458,1578,761,1083,254,320,1339,1027,324,127
2020-11-13,9034,39101,41571,4982,15771,14635,1855,14659,1302,4029,1308,3045,7638,2079,2780,5279,,4720,5906,2272,4183,4224,2238,2394,2917,4624,2916,1388,1374,1959,1736,5199,1864,675,841,1608,2577,527,1942,944,2030,418,623,902,672,1574,1215,4486,1390,2153,1544,627,1482,620,575,1591,399,620,1210,1092,2166,2094,1306,540,1845,611,1818,2324,1460,1134,1285,2177,1054,1208,2169,1435,1919,1684,569,469,785,959,1815,441,596,584,468,1594,784,1088,261,326,1355,1037,329,127
2020-11-14,9218,39411,42120,5059,15909,14790,1892,14883,1319,4082,1319,3078,7776,2130,2803,5374,272,4811,6057,2311,4239,4304,2275,2451,2961,4741,2994,1408,1405,1973,1753,5271,1900,692,857,1647,2611,530,1969,959,2075,424,634,953,682,1588,1257,4530,1398,2201,1575,640,1499,632,588,1612,404,644,1225,1098,2202,2100,1311,557,1857,628,1851,2346,1474,1159,1302,2217,1063,1241,2217,1457,1978,1687,578,470,790,969,1836,445,598,596,474,1603,804,1093,274,329,1370,1045,334,129
2020-11-15,9489,39843,42660,5253,16180,14948,1914,15146,1329,4126,1343,3161,7995,2171,2826,5493,839,4930,6168,2359,4303,4378,2349,2496,3034,4819,3065,1442,1424,1985,1789,5335,1974,721,874,1678,2660,533,2006,968,2133,429,645,971,694,1617,1271,4627,1415,2248,1611,647,1529,651,606,1617,415,661,1269,1106,2240,2119,1324,568,1863,639,1913,2376,1486,1227,1315,2247,1091,1254,2253,1472,2031,1695,591,474,806,990,1846,448,611,599,487,1619,814,1107,287,332,1391,1056,341,131
2020-11-16,9815,40433,43478,5382,16523,15141,1966,15530,1354,4225,1375,3255,8211,2224,2878,5672,1678,5077,6344,2452,4467,4460,2454,2572,3085,5094,3144,1475,1466,2016,1835,5444,2022,764,893,1739,2714,539,2039,986,2173,437,667,992,701,1630,1308,4697,1428,2333,1662,666,1572,664,631,1644,425,687,1280,1114,2294,2132,1335,579,1870,651,1943,2411,1511,1249,1324,2279,1101,1282,2315,1508,2073,1712,606,479,824,1018,1885,462,627,602,509,1652,823,1114,288,338,1438,1066,345,133
2020-11-17,9892,41411,43700,5394,16917,15351,1974,15635,1363,4250,1386,3282,8312,2224,2886,5705,526,5125,6377,2488,4557,4498,2461,2591,3084,5125,3138,1476,1470,2019,1849,5451,2052,781,901,1760,2713,549,2049,991,2186,442,673,996,704,1635,1304,4718,1431,2343,1670,671,1580,669,631,1652,427,693,1289,1117,2309,2135,1337,581,1874,657,1945,2451,1506,1261,1326,2291,1100,1293,2339,1520,2078,1726,610,485,824,1031,1883,464,629,607,519,1659,826,1116,290,343,1448,1067,345,134
2020-11-18,9993,41553,44102,5504,17054,15610,1999,15857,1377,4337,1399,3319,8422,2254,2921,5759,994,5197,6476,2510,4727,4567,2519,2663,3109,5158,3204,1512,1488,2047,1870,5505,2084,802,923,1793,2830,554,2079,1001,2219,445,690,1017,708,1644,1322,4865,1440,2368,1696,681,1599,689,639,1671,431,713,1304,1118,2363,2151,1346,594,1877,662,1985,2501,1527,1289,1351,2350,1110,1300,2364,1549,2120,1738,619,497,837,1047,1909,470,634,607,525,1694,860,1122,301,348,1477,1084,347,135
2020-11-19,10055,42004,44474,5620,17298,15938,2033,16052,1383,4346,1421,3353,8529,2271,2972,5805,227,5277,6581,2535,4804,4622,2528,2693,3131,5226,3233,1540,1488,2071,1889,5498,2096,843,931,1821,2871,558,2073,1009,2249,450,698,1020,714,1673,1337,4922,1448,2381,1707,680,1602,718,653,1707,437,719,1314,1127,2427,2168,1350,600,1885,666,2012,2518,1534,1339,1354,2397,1114,1300,2399,1561,2140,1749,621,510,842,1060,1932,479,639,612,527,1728,860,1127,309,352,1485,1091,352,138
2020-11-20,10231,42262,44659,5755,17392,16169,2057,16264,1389,4419,1432,3415,8696,2328,3004,5956,147,5338,6681,2589,4900,4649,2597,2715,3163,5266,3294,1565,1497,2088,1916,5567,2116,875,949,1844,2893,563,2084,1014,2271,452,718,1056,720,1680,1358,4964,1473,2412,1727,690,1632,718,666,1726,443,728,1338,1133,2453,2175,1351,609,1885,669,2024,2547,1553,1352,1357,2440,1133,1311,2430,1577,2166,1764,629,519,860,1077,1959,484,650,614,535,1736,885,1132,317,355,1498,1096,359,138
2020-11-21,10323,42604,45045,5855,17610,16331,2086,16458,1421,4495,1450,3467,8833,2365,3036,6044,438,5415,6794,2650,4963,4712,2628,2741,3214,5373,3367,1590,1512,2105,1951,5647,2149,911,969,1874,2919,564,2125,1022,2294,456,734,1072,727,1695,1420,4974,1487,2458,1749,697,1647,727,678,1740,455,754,1362,1135,2474,2183,1356,639,1888,673,2040,2582,1576,1384,1364,2466,1151,1328,2457,1600,2229,1785,631,520,877,1089,1967,487,652,619,539,1758,897,1137,336,361,1525,1101,362,140
2020-11-22,10503,42995,45609,5946,17844,16532,2126,16668,1465,4585,1463,3525,9016,2400,3071,6144,255,5502,6924,2715,5080,4768,2644,2818,3282,5419,3451,1628,1539,2121,1970,5722,2177,940,979,1896,2977,568,2165,1031,2322,455,750,1082,734,1709,1444,5064,1500,2503,1782,704,1664,749,696,1757,459,771,1369,1140,2509,2203,1367,654,1890,686,2059,2608,1591,1415,1372,2503,1162,1342,2496,1631,2265,1793,640,524,913,1094,1987,489,657,629,546,1780,910,1144,338,365,1555,1109,365,145
2020-11-23,10664,43395,45952,6093,18017,16681,2153,16907,1476,4681,1494,3573,9141,2423,3086,6223,389,5596,7055,2737,5123,4832,2728,2859,3315,5549,3487,1647,1549,2144,1990,5743,2204,958,988,1936,3011,573,2184,1039,2343,460,755,1089,742,1718,1463,5108,1505,2544,1814,715,1675,761,707,1764,461,785,1383,1142,2534,2210,1376,672,1894,691,2077,2630,1596,1446,1376,2522,1171,1356,2507,1653,2270,1808,653,525,923,1115,2003,496,660,632,554,1787,915,1151,342,369,1571,1110,366,147
2020-11-24,10681,43920,46210,6124,18191,16945,2164,16918,1483,4691,1494,3577,9163,2435,3093,6235,49,5609,7050,2744,5180,4845,2742,2878,3322,5566,3491,1644,1555,2148,2000,5737,2206,966,994,1942,3026,576,2185,1040,2347,461,753,1091,742,1726,1471,5112,1508,2564,1823,719,1674,764,713,1770,461,791,1384,1139,2550,2209,1376,679,1897,694,2080,2639,1595,1450,1375,2528,1171,1360,2515,1658,2271,1812,661,528,929,1120,2003,501,664,637,569,1785,916,1152,342,370,1567,1110,367,147
2020-11-25,10779,43941,46330,6188,18302,17191,2190,17025,1500,4712,1508,3604,9248,2453,3123,6271,34,5667,7084,2765,5258,4932,2763,2903,3360,5602,3537,1655,1561,2160,2039,5752,2238,996,1000,1961,3083,579,2207,1054,2358,465,777,1099,749,1734,1494,5164,1512,2595,1847,727,1686,772,718,1777,460,810,1394,1144,2593,2218,1396,688,1900,700,2096,2681,1600,1463,1381,2554,1181,1385,2535,1667,2278,1816,668,533,939,1130,2007,502,669,641,572,1794,924,1154,346,377,1583,1122,376,150
